"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024233","2008-09-26","1.7"," 2213"," 2213","0.0",,,,"18.3","11.7",,"  220","  230","0.0","4.0","5.4","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2008-09-27","2.3"," 2129"," 2138","0.0",,,,"18.9","10.6",,"   20","   30","0.0","5.8","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-09-28","4.3"," 2134"," 1956","0.0",,,,"21.1","10.0",,"   20","   20","0.0","8.9","10.3","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-09-29","2.8"," 1310"," 1256","0.0",,,,"25.6","10.0",,"  350","   20","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-09-30","0.9"," 0816"," 0816","0.0",,,,"21.7","11.1",,"  160","  160","0.0","4.0","4.5",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-01","1.2"," 2226"," 2225","0.0",,,,"23.3","9.4",,"  130","  140","0.0","6.7","8.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2008-10-02","3.1"," 1511"," 1510","1.8",,,,"20.0","13.9",,"  170","  180","0.0","6.7","8.0",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-03","2.6"," 2259"," 2259","14.5",,,,"16.7","13.9",,"   90","   90","0.0","7.6","8.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-04","6.2"," 1412"," 1301","1.8",,,,"16.7","10.0",,"  200","  210","0.0","12.5","17.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-05","2.7"," 0429"," 0425","0.5",,,,"13.3","8.9",,"  200","  190","0.0","6.3","7.6",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-06","2.7"," 2358"," 2345","8.1",,,,"15.0","11.1",,"  220","  200","0.0","11.2","16.1","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-07","6.4"," 0833"," 0007","0.3",,,,"15.6","8.9",,"  200","  220","0.0","11.6","15.6","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-08","1.9"," 2213"," 2211","0.3",,,,"13.3","6.7",,"   20","   10","0.0","5.4","6.7",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-09","2.7"," 2144"," 2144","0.0",,,,"11.1","4.4",,"   30","   20","0.0","7.6","8.9",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-10","4.2"," 1228"," 1117","0.0",,,,"12.8","6.7",,"   10","  340","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-11","2.0"," 1349"," 1213","0.0",,,,"13.3","2.8",,"  350","   10","0.0","5.8","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-12","1.5"," 1914"," 1914","0.0",,,,"14.4","6.7",,"  120","  110","0.0","4.0","5.4",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-13","5.0"," 0928"," 0706","2.3",,,,"15.0","10.0",,"  190","  100","0.0","9.8","17.4","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-10-14","3.5"," 0942",,"0.0",,,,"12.8","5.0",,"   20",,"0.0","6.7",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-15","1.6"," 1430",,"2.3",,,,"10.6","4.4",,"  190",,"0.0","4.0",,,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-10-16","2.7"," 1455"," 0713","1.5",,,,"13.9","7.2",,"  210","  100","0.0","5.8","10.3","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-17","3.6"," 2146"," 2149","3.8",,,,"17.2","9.4",,"   20","   20","0.0","8.0","9.8","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-18","3.4"," 0031"," 0030","0.0",,,,"13.9","6.7",,"   30","   40","0.0","6.7","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-19","1.3"," 0445"," 0444","0.0",,,,"11.1","4.4",,"   50","   40","0.0","3.6","4.5","    1","    1",,,,,,"    1","    1",,"    1",,,,,,,,,,
"USW00024233","2008-10-20","4.7"," 0741"," 0740","6.4",,,,"13.3","7.2",,"  120","  140","0.0","10.7","13.4","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-21","2.1"," 2022"," 1048","0.0",,,,"12.2","5.0",,"   10","  200","0.0","4.0","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-22","2.3"," 2131"," 1612","0.0",,,,"17.2","4.4",,"  140","  320","0.0","7.2","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-23","2.6"," 1045"," 1102","2.8",,,,"13.3","5.0",,"   20","   20","0.0","7.2","8.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-24","1.3"," 0336"," 0335","0.0",,,,"11.1","3.3",,"  130","  130","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-25","3.7"," 2158"," 2123","0.0",,,,"13.9","6.1",,"   20","   10","0.0","7.6","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-26","5.4"," 0943"," 0713","0.0",,,,"15.6","5.0",,"  360","   60","0.0","8.0","15.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-27","1.8"," 0257"," 0257","0.0",,,,"15.6","6.1",,"   30","   30","0.0","7.2","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-28","2.1"," 2351"," 0950","0.0",,,,"15.0","6.7",,"  130","  150","0.0","4.0","6.3","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,,,,
"USW00024233","2008-10-29","2.6"," 1403"," 1402","0.0",,,,"14.4","8.9",,"  200","  200","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-10-30","1.5"," 2143"," 1030","0.0",,,,"13.9","7.8",,"  340","  120","0.0","4.5","5.8","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-10-31","2.6"," 1308"," 1200","8.9",,,,"15.0","10.0",,"  110","  130","0.0","6.3","8.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-01","4.0"," 0812"," 0811","3.8",,,,"18.3","8.9",,"  110","  120","0.0","8.9","11.6","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-02","4.3"," 1240"," 1239","7.6",,,,"13.9","8.9",,"  220","  220","0.0","9.4","12.5","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-03","4.6"," 2326"," 2326","8.1",,,,"11.7","7.8",,"  350","  350","0.0","11.2","14.3","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-04","5.1"," 0001"," 0000","16.5",,,,"10.6","5.0",,"  350","  360","0.0","11.2","14.3","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-05","2.0"," 2354"," 2353","0.0",,,,"11.1","3.3",,"  130","  120","0.0","6.3","7.6",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-11-06","4.1"," 1816"," 0340","54.6",,,,"13.9","7.8",,"  200","   90","0.0","6.7","9.8","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-07","3.9"," 1105"," 1105","25.1",,,,"16.7","12.2",,"  180","  170","0.0","7.2","9.4","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-08","3.7"," 1425"," 1500","3.0",,,,"16.7","11.7",,"  170","  180","0.0","8.0","10.7",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-11-09","3.3"," 2330"," 2304","3.3",,,,"13.3","9.4",,"  200","  260","0.0","8.0","11.6","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-10","4.6"," 1131"," 1134","1.3",,,,"12.2","8.9",,"  210","  210","0.0","9.4","11.6","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-11","3.8"," 2359"," 2357","8.9",,,,"13.3","7.8",,"  180","  180","0.0","10.3","13.9","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-12","6.4"," 0525"," 0609","22.4",,,,"14.4","10.6",,"  220","  220","0.0","11.6","16.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-11-13","3.2"," 0542"," 0002","1.3",,,,"11.1","5.6",,"  200","  220","0.0","7.2","9.8","    1",,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-11-14","1.1"," 1817"," 1817","0.0",,,,"11.7","4.4",,"   90","  100","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-11-15","0.9"," 0010"," 0023","0.0",,,,"13.9","6.7",,"  150","  150","0.0","4.5","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-11-16","0.9"," 2105"," 2058","0.0",,,,"12.8","5.6",,"   20","   40","0.0","4.0","4.5","    1","    1",,,,,,,"    1",,"    1",,,,,,,,,,
"USW00024233","2008-11-17","2.7"," 1421"," 1420","0.0",,,,"15.0","6.1",,"  200","  190","0.0","7.2","9.8","    1","    1",,,,,,,"    1",,"    1",,,,,,,,,,
"USW00024233","2008-11-18","4.3"," 2034"," 2029","0.3",,,,"10.6","6.1",,"   20","   20","0.0","7.6","9.4","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-19","5.0"," 1706"," 1658","0.0",,,,"15.6","5.6",,"  110","  100","0.0","10.7","14.3","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2008-11-20","5.4"," 2007"," 0947","3.8",,,,"14.4","5.6",,"  220","  170","0.0","10.3","14.8","    1",,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-11-21","4.4"," 1904"," 1903","1.5",,,,"10.6","6.1",,"  210","  210","0.0","11.2","16.1",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-11-22","3.0"," 2357"," 2355","0.0",,,,"8.9","4.4",,"  200","  180","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-11-23","2.8"," 2209"," 2208","0.0",,,,"11.1","1.7",,"  120","  120","0.0","6.7","8.9","    1","    1",,,,,,,"    1",,"    1",,,,,,,,,,
"USW00024233","2008-11-24","1.6"," 0130"," 0023","0.0",,,,"10.0","2.2",,"  110","  120","0.0","5.4","6.7","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-11-25","3.2"," 0917"," 0916","1.3",,,,"8.9","4.4",,"  150","  150","0.0","6.3","8.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-26","5.1"," 1038"," 1037","0.0",,,,"8.9","2.8",,"   10","   10","0.0","9.8","11.2","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2008-11-27","2.8"," 0958"," 0926","0.3",,,,"8.9","1.1",,"  140","  130","0.0","7.6","11.6","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-28","4.7"," 1440"," 1440","0.8",,,,"10.6","6.7",,"  200","  190","0.0","9.4","11.6","    1",,,,"    1",,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2008-11-29","3.8"," 1303"," 1156","0.3",,,,"13.3","9.4",,"  210","  210","0.0","6.7","8.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-11-30","1.4"," 0106"," 0005","1.5",,,,"12.8","10.0",,"  230","  200","0.0","4.5","6.7","    1","    1",,,,,,,"    1",,,"    1",,"    1",,,,,,,
"USW00024233","2008-12-01","3.3"," 1101"," 1055","4.1","0.0","0.0",,"12.8","10.0",,"  210","  200","0.0","7.2","9.4","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-02","3.3"," 1901"," 1934","0.8","0.0","0.0",,"10.6","6.1",,"  220","  220","0.0","6.3","7.6","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2008-12-03","2.6"," 2333"," 2331","0.0","0.0","0.0",,"9.4","5.6",,"   30","   30","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-04","3.1"," 0012"," 0005","0.0","0.0","0.0",,"9.4","2.8",,"   40","   30","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-05","0.9"," 0517"," 0819","0.0","0.0","0.0",,"8.9","1.1",,"  140","  130","0.0","3.1","3.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-06","3.4"," 2356"," 2354","0.0","0.0","0.0",,"10.0","3.3",,"  200","  200","0.0","7.2","9.8",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-12-07","4.1"," 0227"," 0233","2.3","0.0","0.0",,"9.4","6.1",,"  190","  190","0.0","8.9","10.7","    1",,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-12-08","2.0"," 1225"," 1224","0.0","0.0","0.0",,"7.2","3.9",,"  180","  170","0.0","4.5","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-09","2.6"," 2324"," 2323","1.5","0.0","0.0",,"7.8","5.6",,"  220","  230","0.0","7.6","10.3",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2008-12-10","2.7"," 2233"," 0017","1.3","0.0","0.0",,"8.9","6.7",,"   10","  220","0.0","6.7","8.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-11","4.2"," 1042"," 1041","0.0","0.0","0.0",,"7.2","3.3",,"   20","   20","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-12","6.0"," 1807"," 1516","18.5","0.0","0.0",,"7.2","1.1",,"  220","  190","0.0","14.3","20.1","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-13","3.9"," 1302"," 1126","8.6","20.0","0.0",,"4.4","0.0",,"   10","  350","0.0","8.0","10.7","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2008-12-14","7.8"," 0958"," 2155","1.5","18.0","51.0",,"0.0","-5.6",,"  120","   90","0.0","13.0","15.6","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2008-12-15","5.2"," 1433"," 1314","0.0","0.0","25.0",,"-1.1","-7.2",,"   30","   30","0.0","8.9","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-16","2.9"," 0143"," 0142","0.0","0.0","25.0",,"-0.6","-6.7",,"   10","   20","0.0","7.2","8.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2008-12-17","7.7"," 1224"," 1020","1.3","0.0","25.0",,"2.2","-1.7",,"  180","  190","0.0","13.0","17.4","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2008-12-18","5.2"," 1307"," 1307","4.6","69.0","25.0",,"1.7","-3.9",,"  350","  350","0.0","8.9","10.3","    1","    1",,,"    1",,,,,,,,,"    1",,"    1",,,"    1",,
"USW00024233","2008-12-19","2.3"," 2358"," 2356","0.0","0.0","51.0",,"-2.8","-6.7",,"   30","   30","0.0","5.4","6.3","    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,,
"USW00024233","2008-12-20","5.4"," 2341"," 2341","4.1","76.0","76.0",,"-3.3","-10.0",,"  120","  120","0.0","11.6","14.3","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,"    1",,
"USW00024233","2008-12-21","6.8"," 1112"," 0017","6.9","76.0","127.0",,"-0.6","-4.4",,"  120","  100","0.0","10.3","13.0","    1",,,,"    1",,,"    1",,,,,,"    1","    1","    1",,,"    1",,
"USW00024233","2008-12-22","3.3"," 1601"," 1558","0.5","15.0","152.0",,"1.1","-2.8",,"   10","  360","0.0","6.3","7.6","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2008-12-23","2.3"," 2312"," 2356","0.0","0.0","102.0",,"1.7","-1.7",,"  120","  130","0.0","4.0","5.4",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2008-12-24","4.8"," 1413"," 1417","11.2","66.0","102.0",,"3.3","-1.1",,"  180","  180","0.0","9.8","13.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00024233","2008-12-25","3.0"," 0326"," 0323","5.1","10.0","102.0",,"2.2","0.6",,"  180","  170","0.0","8.0","11.2","    1",,,,"    1",,,,,,"    1",,,"    1","    1","    1",,,,,
"USW00024233","2008-12-26","3.0"," 1548"," 1547","3.8","3.0","76.0",,"3.3","0.0",,"  150","  160","0.0","6.7","8.0","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2008-12-27","5.3"," 1428"," 1428","7.4","0.0","51.0",,"6.7","2.8",,"  190","  190","0.0","9.4","11.6","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-28","3.6"," 1258"," 1257","8.9","0.0","0.0",,"6.7","3.3",,"  220","  220","0.0","8.9","10.7","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-29","6.5"," 1532"," 1531","6.6","0.0","0.0",,"5.6","2.2",,"  230","  210","0.0","13.4","20.6","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-30","3.6"," 2143"," 1853","3.0","0.0","0.0",,"6.1","1.1",,"  200","  170","0.0","7.6","9.8","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2008-12-31","7.2"," 0241"," 0226","2.3","0.0","0.0",,"6.7","2.8",,"  210","  230","0.0","14.3","19.7","    1",,,,"    1",,,,,,,"    1",,"    1",,,,,,,
"USW00024233","2009-01-01","3.8"," 1148"," 1147","18.0","0.0","0.0",,"7.8","2.2",,"  230","  220","0.0","9.8","13.4","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2009-01-02","2.9"," 0358"," 0357","3.0","5.0","0.0",,"3.3","0.6",,"  340","  340","0.0","7.2","9.8","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2009-01-03","3.8"," 1811"," 1810","0.0","0.0","0.0",,"4.4","0.0",,"  210","  220","0.0","8.0","9.8",,,,,"    1",,,,,,,,,"    1",,"    1",,,,,
"USW00024233","2009-01-04","2.8"," 2358"," 1628","14.5","89.0","0.0",,"3.3","-1.1",,"  130","  190","0.0","7.6","11.2","    1","    1",,,"    1",,,,"    1",,,,,"    1",,"    1",,,,,
"USW00024233","2009-01-05","6.2"," 0406"," 0404","1.0","0.0","76.0",,"7.8","1.1",,"  200","  180","0.0","10.7","15.6","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2009-01-06","7.4"," 2309"," 2035","31.0","0.0","0.0",,"11.7","5.6",,"  220","  220","0.0","13.0","17.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2009-01-07","7.9"," 0146"," 2359","58.2","0.0","0.0",,"11.1","10.0",,"  210","  210","0.0","11.6","17.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2009-01-08","7.3"," 1324"," 1325","0.8","0.0","0.0",,"10.0","2.8",,"  220","  220","0.0","13.0","16.5",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2009-01-09","4.5"," 2019"," 2104","0.0","0.0","0.0",,"6.1","2.2",,"  200","  180","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-01-10","4.0"," 2121"," 1438","3.6","0.0","0.0",,"6.7","3.9",,"  190","  130","0.0","6.3","9.8","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2009-01-11","3.3"," 0239"," 0306","0.8","0.0","0.0",,"8.9","6.7",,"  180","  190","0.0","6.7","9.4","    1","    1",,,"    1",,,"    1","    1",,,"    1",,"    1",,,,,,,
"USW00024233","2009-01-12","2.0"," 1322"," 1322","2.0","0.0","0.0",,"9.4","7.8",,"  210","  220","0.0","4.5","5.8","    1","    1",,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2009-01-13","1.7"," 1920"," 1919","0.0","0.0","0.0",,"7.8","4.4",,"   20","   30","0.0","4.0","5.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-01-14","3.5"," 2121"," 1038","0.0","0.0","0.0",,"5.6","2.2",,"   20","   30","0.0","5.4","7.2","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2009-01-15","2.0"," 0410"," 1317","0.0","0.0","0.0",,"5.6","1.7",,"   30","   20","0.0","4.0","4.5","    1",,,,,,"    1","    1",,,"    1",,,,,,,,,,
"USW00024233","2009-01-16","2.4"," 2346"," 2015","0.0","0.0","0.0",,"2.8","0.0",,"   10","   30","0.0","4.5","5.8","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,,,,
"USW00024233","2009-01-17","2.6"," 2154"," 2155","0.0","0.0","0.0",,"6.7","0.0",,"   30","   20","0.0","7.2","7.2","    1","    1",,,,,,"    1","    1",,"    1",,,,,,,,,,
"USW00024233","2009-01-18","0.9"," 0209"," 0100","0.0","0.0","0.0",,"10.6","-1.1",,"   10","  330","0.0","4.0","5.4","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2009-01-19","0.8"," 1304"," 1444","0.0","0.0","0.0",,"5.6","-1.7",,"  280","  160","0.0","3.1","3.6","    1","    1",,,,,,"    1","    1",,"    1",,,,,,,,"    1",,
"USW00024233","2009-01-20","0.6"," 2101"," 2101","0.0","0.0","0.0",,"3.9","-1.1",,"   50","   50","0.0","2.7","3.1","    1","    1",,,,,,,"    1",,"    1",,,,,,,,"    1",,
"USW00024233","2009-01-21","1.0"," 2047"," 0334","0.0","0.0","0.0",,"4.4","-0.6",,"   20","   10","0.0","2.7","3.6","    1","    1",,,,,"    1","    1","    1",,,,,,,,,,"    1",,
"USW00024233","2009-01-22","1.8"," 2310"," 2301","0.0","0.0","0.0",,"3.9","0.0",,"   30","   40","0.0","4.0","5.4","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,,,,
"USW00024233","2009-01-23","2.2"," 2355"," 2338","0.0","0.0","0.0",,"5.0","-0.6",,"   40","   30","0.0","5.4","6.3","    1","    1",,,,,"    1","    1","    1",,"    1",,,,,,,,"    1",,
"USW00024233","2009-01-24","1.3"," 2355"," 0000","1.0","0.0","0.0",,"5.0","-1.7",,"   40","   30","0.0","5.4","5.8","    1","    1",,,"    1",,"    1","    1","    1",,,,,"    1",,"    1",,,,,
"USW00024233","2009-01-25","5.5"," 1911"," 1925","0.5","3.0","0.0",,"1.7","-1.7",,"   20","   30","0.0","8.9","10.3","    1",,,,,,"    1","    1",,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2009-01-26","2.7"," 0400"," 0122","0.0","0.0","0.0",,"3.9","-3.9",,"   20","   20","0.0","5.8","6.7",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2009-01-27","5.1"," 1405"," 1404","2.3","3.0","0.0",,"5.6","-1.1",,"  200","  200","0.0","10.7","13.4","    1","    1",,,"    1",,,,"    1",,,,,"    1","    1","    1",,,,,
"USW00024233","2009-01-28","2.3"," 0252"," 0141","0.0","0.0","0.0",,"7.8","2.8",,"  200","  200","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-01-29","2.6"," 0941"," 0850","0.0","0.0","0.0",,"8.3","1.7",,"  180","  180","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-01-30","3.6"," 1701"," 1621","0.0","0.0","0.0",,"9.4","-0.6",,"  200","  190","0.0","9.8","13.9","    1","    1",,,"    1",,,"    1","    1",,,,,"    1",,,,,"    1",,
"USW00024233","2009-01-31","2.3"," 0044"," 0043","0.5","0.0","0.0",,"7.2","1.1",,"  200","  210","0.0","6.7","8.0",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2009-02-01","2.4"," 2344"," 2351","0.0","0.0","0.0",,"6.1","0.6",,"  200","  200","0.0","6.3","7.2",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2009-02-02","2.2"," 0835"," 0834","0.0","0.0","0.0",,"11.1","3.3",,"  190","  190","0.0","5.8","8.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2009-02-03","1.2"," 2249"," 1838","0.0","0.0","0.0",,"12.8","0.0",,"  130","  150","0.0","3.6","5.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-02-04","1.9"," 0304"," 0303","0.0","0.0","0.0",,"17.2","2.2",,"  120","  120","0.0","5.4","5.8",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2009-02-05","2.1"," 2059"," 2100","0.3","0.0","0.0",,"9.4","3.3",,"  230","  230","0.0","5.4","6.7",,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024233","2009-02-06","3.6"," 1013"," 1013","1.0","0.0","0.0",,"6.7","3.3",,"  340","  340","0.0","7.2","8.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2009-02-07","0.8"," 1317"," 1314","0.0","0.0","0.0",,"5.6","0.0",,"  360","  360","0.0","4.0","5.4","    1","    1",,,,,,"    1","    1",,"    1",,,,,,,,,,
"USW00024233","2009-02-08","2.7"," 2327"," 2326","0.3","0.0","0.0",,"6.7","0.0",,"  210","  210","0.0","9.8","13.0","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,,,
"USW00024233","2009-02-09","3.8"," 0112"," 0109","1.5","3.0","0.0",,"5.0","0.6",,"  190","  170","0.0","9.4","12.5","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2009-02-10","4.0"," 1219"," 2232","6.1","8.0","0.0",,"3.9","-0.6",,"  120","   90","0.0","6.7","10.7","    1",,,,"    1",,,,,,,,,"    1","    1","    1",,,,,
"USW00024233","2009-02-11","3.4"," 1328"," 1316","0.0","0.0","0.0",,"7.8","0.0",,"   10","   20","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-02-12","3.2"," 2245"," 2244","0.0","0.0","0.0",,"7.8","-0.6",,"  100","  100","0.0","8.0","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-02-13","5.5"," 1351"," 1526","0.0","0.0","0.0",,"7.2","1.1",,"   10","   10","0.0","9.4","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-02-14","2.2"," 0501"," 0501","0.0","0.0","0.0",,"8.3","1.7",,"   30","   30","0.0","6.3","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2009-02-15","4.7"," 1033"," 1033","1.3","0.0","0.0",,"7.8","0.6",,"   10","   10","0.0","7.2","8.0",,,,,"    1",,,,,,,,,"    1",,,,,,,
